car_id,target_reg
F13923646T,38.68718
W15387724h,37.461437
e10833227Z,72.10729
O18707780M,32.221455
s-1070927u,35.667976
f13961290o,51.659695
I-2258340t,72.96471
Y-1108881y,38.0485
C-2407162B,42.444874
k-1021806U,37.522682
B58815481j,33.27571
Z-1497483y,57.072018
m-2038148P,46.265545
W20323505Z,71.82374
h18172982Y,49.286964
C-5107111N,35.071022
T11570167i,32.914703
E-2189846g,37.191578
J-9051627R,49.42586
k-1266231T,68.30937
e-4843883N,42.56519
V19603857b,36.469627
a10075304B,75.368965
j20806666W,74.61746
p13183205N,32.309788
F-1408164F,49.386112
f16848135A,49.124157
m18276402k,51.990234
O-4852964p,54.12708
p-1032774f,31.64901
K-2141030h,31.2015
x33340734F,54.644703
A-5539031E,72.64047
K-2121488X,31.22358
S-2104296W,48.34682
V-4730687q,33.5814
m-1018494E,51.43156
f12953922O,31.798084
a15606967c,45.111744
T-2050577H,33.006367
l21058873t,32.822666
S54991647N,35.431713
O-1778305H,58.5601
r-9019459m,49.91318
J-1701327Z,33.27784
W-1085488J,49.813515
H29930196K,33.503777
t17442755k,48.29995
N16782443w,34.404926
G83616598P,62.475563
q-7529997V,31.569067
m-2601611a,53.21145
r69432919t,33.201466
J85546174E,41.89095
F-1506247r,33.601276
Y21723655j,46.44969
Q15261602W,45.482143
M11261740O,42.6421
K50534665N,37.00883
Y-1015822T,50.77924
z-9596926C,68.23473
T-8671431r,30.71872
R-2077630y,47.94187
I96387228J,33.43537
z-9815533M,43.130024
I15837837J,50.67251
P56763603O,31.841377
h-1396839K,33.145123
r-1477676H,31.040594
U42030492Z,32.7117
h64108495H,32.979027
l-8882948y,31.31569
n-8099641m,35.092716
f-1164209J,47.986668
g-2072833K,34.879147
R10631147V,35.23158
d-1627526q,71.92386
k-2116384m,55.20279
y12532736D,39.96842
S18268647a,35.493458
D-1193769d,30.834986
z49508882q,37.111828
l13511253d,34.492386
y11003726G,32.81027
S55044905B,71.83133
q-1419523q,77.02244
i12167734p,54.524483
n18966581A,36.051453
s-2225812u,38.401524
g99706283N,34.80788
k-8065294L,43.36807
D-3731198o,46.619854
R-1511509a,45.400227
W-1152410B,36.882767
A-6746020J,51.28522
i62564137B,59.97584
V81342356X,42.226055
m70884293y,51.50732
T-1440241N,32.757435
J16760665u,32.62521
B30016393c,39.45575
n10206436k,45.53632
y15691728a,33.36873
j-1923026R,34.595963
p-2070685P,49.474255
e22835001P,32.972298
f-2044867Y,34.3751
Q-1914888q,41.74524
h-2696405T,43.22141
G-1153171e,37.1722
n-1502387M,54.278545
y40441306G,32.021915
B22246797F,62.793407
s14991094w,39.589077
a-1190397Y,35.021126
i11542071C,52.886703
l-2588047U,49.208096
Q16201384v,36.333076
w-7781882Z,31.61116
s77766899D,46.516006
z-1503313M,32.00545
l52568818B,44.345226
v-1508530W,57.601868
m13083528W,33.26987
z-1243195L,33.302246
b18857695O,45.6365
v-1905656K,51.299255
P-6659279q,41.842335
h13431746I,43.788937
I71388786G,34.886417
R-1701492N,54.30025
y78999678J,63.897774
a-1426275y,50.79807
L84463953R,38.9685
Z-2128621C,33.257618
M18466047W,45.40115
g21645452f,41.276806
o-1663812b,34.271866
Q-1984603t,37.55308
q23501901h,46.397694
d-5544396q,31.805931
s-7084701f,49.52954
g10084745U,33.64863
D-9891385q,52.37771
D11776354f,40.525215
B18579200J,34.9587
X73810314E,33.609905
s-2223156w,44.074337
D82568273x,32.990627
k-1107234s,40.871372
T-1805505r,66.09873
u-5015974t,50.79832
t-8201245H,30.061829
X24084222O,41.238293
K-1916013Q,33.257492
J10576054I,50.399227
g21476323Y,51.12905
J22595982W,31.116137
d15745111A,46.27088
V20296571Z,32.574318
t78589983m,40.620102
R-6055154h,34.82991
o-5397363T,58.02602
y-1784222v,33.9738
S-1513382W,40.64888
g-5563252F,42.866463
a-1166334r,49.18398
Y21096922W,33.65832
s10535398K,30.375235
Z-5188222t,41.712868
T22900577z,42.760983
i10344980A,68.45274
X-2263190K,30.604673
a-2111343W,41.916977
k-1183222H,32.244904
x42906942Y,30.45781
m16863308b,45.53855
Z10247738u,41.023434
i12798082E,32.713333
C91514695x,52.834377
h61870657i,43.87463
C-8768079q,32.364452
O-7894514e,62.568184
Z-1926882U,43.36807
N-3121550V,54.868385
z-1254537O,34.906155
u-1514787e,32.224953
n-4360079R,43.00334
O-2113046Z,45.90525
d13819532H,34.07765
d54261887d,34.671356
P-2048739B,33.215088
f-1825133R,33.540363
q-9928373B,32.56476
S29542128Q,67.59229
J-1782910O,44.456657
t17410389g,69.433304
Z17995139Z,48.69955
Z11671085y,45.46181
D-7723622B,46.203194
N-1539010p,43.046734
u54154743P,49.00962
j16845365O,40.972996
k-1171716I,32.49271
G81601770L,32.124767
K-3529763Q,33.064476
b-1404013d,31.211803
O-1398534Y,32.346233
l69679835h,38.64668
G14568186a,54.049656
a-9442555A,38.674347
G-1689492g,33.697094
W12690163c,34.83789
l17843143j,33.308334
Z76981204Y,34.029137
b16524531u,47.3466
P83526152o,42.62267
z-4612131R,32.77562
s50463458T,32.6416
u12928592s,31.165094
U-1897169L,69.01554
j-1549044A,58.24588
Q87875664U,73.59985
q13885185m,31.56635
C16715520C,31.970667
T-1727751h,54.837006
m27082215N,32.476334
e-8788520s,32.76837
v36899226P,38.353714
Y-2254716H,43.626198
D-3425990U,37.72028
b-1050475p,48.4842
w-1941558Q,49.03213
d-1134540I,46.81408
K30520180u,35.535206
q71640430n,34.70755
y10948537e,32.10224
a16152476X,32.8076
F-7462902B,48.38093
t-3967937s,41.37775
o-1118236T,33.808426
g-1760425A,36.57096
b-5227653R,51.487644
h-7408890w,32.66986
K70391511e,34.410347
V13438854p,30.840666
g-1740147b,31.872944
J-1324072f,69.008766
g53382924v,40.8641
x33005281c,32.233242
e24148786o,44.471325
I-1503695V,48.767788
E58388206y,49.326866
y13484815Y,70.88144
R-2027359R,37.134266
Z17729553x,39.076424
H-1512213s,34.646915
V-1552956h,43.03485
H15345413o,32.666515
w17370680J,33.14391
J15476551r,62.559258
c-2250495g,35.713726
Z17599412A,46.752384
v57643253w,43.90221
V-5494479D,51.957603
g-1126074r,33.754208
Z80579540o,38.661434
c-7272329q,31.237633
z21450941n,35.099136
k-2034944s,47.3116
B-1760099A,49.74499
a61936474Y,33.712074
k86159975d,33.197124
A10692422a,33.607605
r11362699a,32.089573
B-5479705C,72.04002
I98930031r,32.67287
Z-1084098i,33.873558
b55045663j,38.01692
h10096493s,33.371513
n13675758u,53.81934
v-1469151Y,32.383724
R21100020a,32.77414
H-1226800z,32.249817
l13980749p,62.137825
D-1518430R,74.28499
h13825532e,55.486633
Q18803510e,35.021126
w69467024a,30.640789
a16149566K,50.81595
R10923215L,35.009857
H15481815Q,34.2518
C-5040526N,45.0129
m-2182440Q,31.9172
P-4006382C,38.459858
Y-2235574M,50.85053
H-1070903M,33.276806
w16163650F,55.422573
I21674635Q,32.398857
Q-4587219M,32.275337
N10540578u,38.061867
w-9916167W,39.01863
g-1742741c,33.477173
n-1575803E,45.90748
N31059484x,70.954735
H-1342764P,32.34296
X58767632q,32.371304
S20355997J,46.42717
q30806358i,59.64878
W-1775855Q,52.78635
j92079780S,34.304665
f63189062N,30.919897
x-1205366S,37.259384
H-1902314v,33.16122
f10226409O,33.39673
Q-4235244W,31.622885
P-1715787u,39.508053
x-1532496K,33.992638
s-1076835x,33.74665
m76785981z,48.08678
u-3215458S,39.06434
H-1919071i,70.00107
p-1139197T,31.888538
R95310344Y,44.206062
e22646530u,50.475574
o49311084b,32.28066
x99598782E,34.485413
Q-8465743r,52.4585
K13600113i,31.976597
x55379265k,30.505749
F-1518753o,37.946888
e-2020384H,47.462223
n-4605215n,44.432
q-4584627S,70.319664
O78712164p,32.714195
j-1598707G,50.710773
d-1282472g,63.781517
h-2287342p,33.918972
s-7266626x,44.832237
z-2843006O,33.36345
m21557315K,34.272743
j18870600U,43.44145
H-7836096t,34.86939
k19151173f,45.328754
g-1280182Z,46.05503
d-6211776r,33.71409
u-1590555V,49.28085
c-1204255L,34.360992
f-8810014g,33.57969
S11009197l,31.17865
g-2087791I,38.540012
V12754137r,47.638367
T-1769393Z,33.18516
I-1117298r,72.4795
P90790412Q,31.588148
c-7401486X,32.587414
A21009715v,37.159397
P94512494l,33.771404
J58385372M,52.13102
z11059333N,47.725792
r13675823Y,42.0279
O23192334Z,33.724464
h72663703o,72.15488
u39852752H,50.955994
y75359172F,67.98425
C63413357V,52.1419
H-2218041i,51.5927
S12392431C,52.170574
c10273234z,74.69289
J-1675931Y,32.146797
r15326588O,33.63989
O22786315O,60.956734
M14034762V,33.12296
d-8796835F,64.91021
L-1687146I,33.588192
a16452738i,33.330185
e-1589877h,32.05108
w-2228220D,50.811344
v73920097R,33.660095
B10305712m,44.320045
w17382345v,50.2329
h86663077a,31.6209
d-1261412O,32.4907
N-3542587r,47.157433
q-1127410X,48.861282
m-1248909g,34.399918
Z-1350437Z,31.141193
G-7472388v,47.569515
K18306053r,35.96725
t-1389922J,43.874954
w13418612e,37.75918
d11818528X,32.148
v-4393931r,41.743855
a15124892o,52.291367
l36861534V,50.62805
P21146775A,39.575233
B-8559176x,51.57564
s-1233979x,41.96499
N50018445X,41.541267
E-4220998I,47.369865
D28621238x,55.61094
r35592741h,33.19423
S-2179649Y,45.0861
H-1135423y,52.1513
J97849965O,31.404545
W21048865S,33.64059
P10539613v,46.374996
r-6268123s,36.4795
A19893808P,33.00617
c12458019K,43.67449
r16624906R,64.38229
s-1701601T,47.869373
l-2073691v,64.11357
s-1227750Q,33.969467
n-1588210t,75.237076
L-1950271Y,61.806923
L45819441T,44.11381
X-1102199i,49.838448
Y42307620l,50.458878
c11493622d,31.559643
s74743326E,33.763767
v92032706J,33.727287
l40017744S,53.740772
F-1561156R,31.637772
F-3458483b,50.226353
Q-1573004E,55.498795
I18762244f,40.601185
x61993910W,50.14467
f70384121H,70.66833
b34607341j,48.880306
s-1544537d,40.38989
T-2651777L,35.90775
Z-1690934p,52.25854
z-1383208d,47.647064
F-2091675H,34.067192
p-1026598C,73.48088
C-5229733d,31.7021
t-5863497D,33.103508
F14893199L,33.316486
E-9761828K,41.04952
r-3626163O,43.124752
D-1975819d,50.388405
n86645963R,51.492702
I-6482386t,35.153423
z11959313t,50.59411
d19312186N,60.57624
C11156821F,41.4134
z19283639B,49.849895
D-1246382Y,32.861164
D14445025c,32.963814
j25666218Y,50.49496
E13352088w,32.17962
v44596260Q,42.29679
c13976633o,46.025978
z16908407t,34.54816
P15083043i,38.449715
p-7727399o,49.534023
W-8604738y,37.300396
J22352968u,43.697327
G-7187279a,48.823223
G-1183057B,43.42861
E-1556800P,39.982113
N16753727A,43.308334
U-1860241R,36.44249
f92515288W,32.603516
q-1553054h,44.8823
d-1766392g,34.555508
z-9268730t,46.670666
D-1137759f,33.45847
Z22301798u,49.484657
d-2160500k,30.852623
f80644426f,38.47081
u-1069219e,76.2808
V70870192k,70.30178
M15122410M,51.00385
F19935095V,36.055744
m92437987f,37.097496
o-1720442f,48.624107
Q-2043032T,41.25453
k15728070F,34.794056
i-4298300y,48.890606
C-1549576C,52.18569
w-8322851c,47.512928
H-2195683Y,34.781204
b20675115I,43.572166
w14143210k,32.0671
s17437438h,34.421215
Q12901548n,46.88488
I23394317X,32.267307
S10630331i,35.009956
N15239751A,56.946857
t11482362Y,35.045925
c-1160907G,32.711647
t17520024W,47.967304
G16918724z,49.29889
T-5518367u,36.30753
K-2047259i,32.337902
e-2894582l,33.01346
u-6774973B,32.986694
U-1642617V,36.242596
Z19453799u,32.095104
V80070476Q,43.488266
L-1777501Y,34.10877
M-3275863u,47.151287
D-1131723O,41.193615
s12292138c,32.71682
d-2073713s,33.946136
U-1440005A,31.507437
D17587481H,47.415855
O-2089662s,41.88025
l-1247871G,73.494865
Q48397067x,38.745705
G18135304s,41.181877
s52741082h,56.658382
R37055375H,56.58325
t-1505206e,71.950874
m-7073285w,30.386827
e-1963742G,35.602703
R41701461o,31.671349
P-1572930P,71.3487
m19821763X,43.80531
D-5247175p,50.209637
I-4491426o,30.924088
c-5796367L,64.26643
D68676642F,32.94864
B87840170Y,46.23378
E-1074824O,31.62737
L-2105285X,46.602947
A18722372t,45.636906
t-1655791x,44.136948
R26898137t,48.642357
x73165245L,72.22804
H10144433Z,42.17667
o-9460824A,34.2385
h-4056890V,34.909866
S71464104w,74.79028
Q-3414660J,48.12345
D24219627Y,70.09222
g-5564720R,46.988777
g-5327257o,31.432638
z16965935R,48.57366
W-5886969z,51.106735
Y61608416T,33.014698
H-5193657t,35.543854
r14798824O,48.287743
q-1329704C,46.01345
W-1162613s,38.913868
q-1451412w,52.282536
s10825773A,44.45454
W-1322764B,33.006367
C-1335407d,38.666534
Q-1854633d,46.583576
j12033464t,35.444183
x-1653730E,37.75127
L-1459492G,34.461388
A18622071d,61.376083
G12921056E,48.411587
M17587699m,33.997612
H11201074S,33.413834
g61901962A,75.27741
W-3006427Z,49.02918
f21354327c,35.44217
L-1435343R,32.460938
K-9089430v,49.934116
u89834900L,44.044994
K-6843993d,33.634014
g19283665q,33.944553
V21055732W,33.06185
L20847256I,44.048523
K20941520F,40.10154
s-1506268E,31.21929
s13306845G,54.25603
t14118502r,37.812828
l-1141377S,35.945488
M63300651V,41.030697
O-1741687v,50.506714
J-1064181u,33.96795
R-2596313V,33.533993
i-1845254S,34.402203
k-1573458g,74.58383
Q-7165920T,41.68474
K-7253573V,69.93878
u-2045579o,47.844486
o-7174642t,43.833706
W38257448E,40.28181
R15758843A,49.045288
j-1164533d,40.693916
K19878738u,42.22684
F-1356357a,46.290188
s18773736B,48.699196
f-2195380L,32.901867
I16894729d,47.23264
x73377373J,38.747883
A13983367R,51.554512
W90386436H,34.303535
d-1208731e,32.28571
E10689597V,51.907204
e18535481H,71.62422
C-1401160X,41.95651
D-8642892Q,48.403156
y-9607515v,76.24117
R39433396K,34.43587
o14616394R,43.662365
r21184266q,44.670914
f21015538f,36.51617
j18832518Q,40.135143
m73046504n,73.64005
B-9791729R,51.02013
k13021113b,45.303905
G89078774t,45.113945
r-1060256J,51.168316
F-1410401k,50.961006
S12437589H,38.70893
o-1474795Y,49.95749
v-6600194g,32.33102
e69316734g,50.78148
F14045081A,34.45815
p-2049920L,35.253117
Z-4995244V,36.069168
Q28342682U,42.83208
i20932780E,46.09838
T-3474422m,32.96199
A-2251370Z,44.934437
a13118905A,40.039593
o-5518912i,38.43561
r13112137S,46.412792
L-1172603K,41.73064
F15323913w,35.554016
b41466140L,31.961742
H-1126826u,50.28075
S80787227y,35.829914
g62902770K,75.80279
c21339742C,35.69379
o-8291576Q,76.30991
A16177147F,35.680046
V-7911017W,50.67729
I12484436u,38.53927
u-2985309w,45.589546
i-7675958l,46.63084
Z-2003336X,34.926495
R17548053Q,47.575123
T-3625019V,53.726307
G58798171H,32.629486
X14239142s,44.202763
W-1663352r,33.649727
R10053414j,34.563282
E11344405c,35.30706
E41968356d,56.234795
n-1774226C,46.64113
v50135109z,31.612566
v-2502243y,34.141598
k81607148Q,52.941154
y-1159389K,42.760654
Z-9551096Z,33.567772
z73398830W,35.343708
S-2180379V,34.659817
Y19585916c,40.80703
F-1772949E,39.291897
N-4056140F,32.285797
M20457206h,50.483498
f-2054559Z,34.257423
C-1947908i,32.939056
Z-1004053E,32.035408
E16706596Y,34.830208
L-1236498L,32.052834
M21428480q,70.58192
g34212838O,73.343285
i77678921h,49.025322
s-1993335Q,43.876263
w-1217800P,72.183586
m-4445026W,30.755878
w-1020644b,74.85176
r-1878207s,49.807796
S-2803516o,44.84371
g31689700a,72.320885
L-3828198a,73.26693
p-2023967W,43.663963
R93384932a,35.163673
o27482006r,71.24298
o69465373z,49.99308
x-2214584G,30.644997
F16677411t,48.83294
B-8278342d,43.60074
w14795716n,48.793697
q21418139n,40.053493
k58875945X,37.99341
E10178721V,71.06362
y54427123h,35.388767
N-1116467g,37.408855
L-1098436W,33.08798
K15170901N,51.42847
y-1741356P,44.614464
z-4349749h,34.36414
y-6566782r,32.037426
T-1729770o,53.73825
V-8483576f,40.635757
a39440404D,33.81581
i51467047f,45.55516
H-1369852D,75.72168
M-9668613M,34.603493
q-1575533Y,48.467285
F-2122411I,31.808813
c-2121060b,35.29444
H22186863I,45.193542
d68073068W,46.89072
D-7066589I,48.80363
o11670334e,71.086426
G-1501141U,50.01247
x-6577654c,34.012753
i22784686n,33.779
Q36627447o,50.41384
a-2079734V,50.38335
P17112537M,52.25889
I-2947258i,37.697353
d-7058280z,75.42054
V-6734711I,32.579388
x16070571D,35.808693
A99628604w,32.586834
c-3559292Z,31.786642
D-1642232Y,34.11102
H-2177827U,61.54058
t43860654e,44.636253
O-2567044a,33.758102
y-1456481W,49.168987
F-1311521c,31.23106
W-1338521Q,33.076607
S21521405j,47.12884
j-9167677u,53.310875
E22045798o,47.392857
i15589390k,32.31383
l15227760Q,52.19723
h-6100646F,52.65675
L-2071083z,51.011486
Q-1583701a,32.842625
J-1966936j,63.55405
p97277001v,36.438686
A-1959167m,33.475956
b-1232634R,36.39562
C14499779J,33.589485
A-1900042l,32.138412
D47614465T,31.59265
i55328849i,73.67066
L14501903b,45.752823
U61603538T,35.631012
Z-2000448T,31.465403
V21733186R,72.89983
x38176093d,32.061737
S-1872523D,34.671177
U-9105241l,38.71253
d-1067020V,48.486958
T13652201h,33.719418
v83124010d,53.25428
c-5320374q,50.470516
P-5877829p,40.6683
K-4097683X,33.434093
X73607704q,50.73837
d-1645612W,45.096954
M-1949772G,44.835625
d-9809366C,54.534077
v-9133799l,71.436676
j16496771g,50.090363
p98074932P,71.31597
G-1685085q,35.59687
L-1156474z,50.63471
n-7286817N,31.125645
G17139758L,31.819202
M-4377864u,51.28874
u10884582m,33.894547
c-1819930r,55.284718
I-1016418u,45.634544
f-8509753a,37.5358
f10270915c,35.553463
I50788104J,36.374916
m-1618295c,63.448917
Q11656086H,34.678364
b17685766M,40.45009
n19528133d,38.193897
I-2222955D,68.90157
U14909638n,50.756634
P19518709T,31.554747
V-1888434u,48.848515
R53321573r,32.880302
U12552466o,41.777946
m21172670I,33.538074
d71004474f,36.815945
n-6003131B,31.68001
w45505269O,33.317333
v22456431E,39.471146
D20302252H,33.813248
E-1789284H,46.46397
F21755120L,33.94538
y-2096513h,32.233433
X38064587K,68.92226
j36860430F,49.19334
M-1188559U,34.643044
M-1057522s,63.760136
r-1767573M,34.153603
N-2165696F,31.177443
l-9002229j,61.464653
Q13796033u,49.09817
E20487110v,45.945858
U54007251T,47.61863
k-1001578G,51.890083
m-1316228Q,35.4939
x38424933t,52.149498
z42577454j,53.67532
h15726678G,44.9566
J-2100035F,31.418123
u12997600r,48.111378
G-1444514J,48.207657
r80685540h,51.763973
i-2886682y,31.324636
U12958604d,32.414295
Q-2285147y,31.35787
d-5980296U,41.569016
r-5694899j,50.35913
y-3995748C,42.596935
H-1417790G,50.389046
h66072023A,52.46141
m-8844106y,31.604443
V-3922506p,71.581985
P-7215920v,34.29536
v-1334609Q,76.28674
y-2901647k,33.997276
P41449662O,37.29661
N17048798L,48.868793
o-3239309x,73.902275
f-4517248O,73.728905
i20236215k,69.145805
c-1909821W,46.86293
S-1058341S,44.917027
Q27397166k,32.048424
m-2234361C,73.244026
y-1310937L,36.25644
h11115340f,34.579594
C-2095125S,40.201515
H-1012725h,44.617126
A-5953942h,32.505356
b-5677746H,33.062603
b-2174248s,33.780495
J-1468143m,49.54273
d-1590616X,32.708725
A-2010794j,34.0528
S10025512H,48.24412
F62717656N,74.351456
Q-9015964Z,58.93247
